hangul_word,English_translation,hanja_word_with_x,hangul_hanja_tuple,hangul_hanja_char_tuple,hangul_seq,hanja_seq,hangul_hanja_tuple_num_parts,hangul_hanja_char_tuple_rank_tuple,hangul_hanja_char_tuple_rank
로마,Rome,X,"('로마', 'X')","('로', 'X')",로,X,2,"(2, ('로', 'X'))",44
텔레비전,television,X,"('텔레비전', 'X')","('레', 'X')",레,X,2,"(2, ('레', 'X'))",43
말레이시아,Malaysia,X,"('말레이시아', 'X')","('레', 'X')",레,X,2,"(2, ('레', 'X'))",43
이렇게,like this /in this way,X,"('이렇게', 'X')","('렇', 'X')",렇,X,2,"(2, ('렇', 'X'))",42
그렇지만,but,X,"('그렇지만', 'X')","('렇', 'X')",렇,X,2,"(2, ('렇', 'X'))",42
유럽,Europe,X,"('유럽', 'X')","('럽', 'X')",럽,X,2,"(2, ('럽', 'X'))",41
시끄럽다,noisy,X,"('시끄럽다', 'X')","('럽', 'X')",럽,X,2,"(2, ('럽', 'X'))",41
런던,London,X,"('런던', 'X')","('런', 'X')",런,X,2,"(2, ('런', 'X'))",40
그런데,but/ by the way,X,"('그런데', 'X')","('런', 'X')",런,X,2,"(2, ('런', 'X'))",40
프랑스어,French (language),X,"('프랑스어', 'X')","('랑스', 'X')",랑스,X,2,"(2, ('랑스', 'X'))",39
프랑스,France,X,"('프랑스', 'X')","('랑스', 'X')",랑스,X,2,"(2, ('랑스', 'X'))",39
파란색,blue,X,"('파란색', 'X')","('란색', 'X')",란색,X,2,"(2, ('란색', 'X'))",38
노란색,yellow,X,"('노란색', 'X')","('란색', 'X')",란색,X,2,"(2, ('란색', 'X'))",38
파란색,blue,X,"('파란색', 'X')","('란', 'X')",란,X,2,"(2, ('란', 'X'))",37
노란색,yellow,X,"('노란색', 'X')","('란', 'X')",란,X,2,"(2, ('란', 'X'))",37
젓가락,chopsticks,X,"('젓가락', 'X')","('락', 'X')",락,X,2,"(2, ('락', 'X'))",36
숟가락,spoon,X,"('숟가락', 'X')","('락', 'X')",락,X,2,"(2, ('락', 'X'))",36
똑똑하다,smart,X,"('똑똑하다', 'X')","('똑', 'X')",똑,X,2,"(2, ('똑', 'X'))",35
똑똑하다,smart,X,"('똑똑하다', 'X')","('똑', 'X')",똑,X,2,"(2, ('똑', 'X'))",35
초등학생,elementary school student,初等學生,"('초등학생', '初等學生')","('등학생', '等學生')",등학생,等學生,2,"(2, ('등학생', '等學生'))",34
고등학생,high school student,高等學生,"('고등학생', '高等學生')","('등학생', '等學生')",등학생,等學生,2,"(2, ('등학생', '等學生'))",34
초등학생,elementary school student,初等學生,"('초등학생', '初等學生')","('등학', '等學')",등학,等學,2,"(2, ('등학', '等學'))",33
고등학생,high school student,高等學生,"('고등학생', '高等學生')","('등학', '等學')",등학,等學,2,"(2, ('등학', '等學'))",33
초등학생,elementary school student,初等學生,"('초등학생', '初等學生')","('등', '等')",등,等,2,"(2, ('등', '等'))",32
고등학생,high school student,高等學生,"('고등학생', '高等學生')","('등', '等')",등,等,2,"(2, ('등', '等'))",32
여동생,younger sister,女同生,"('여동생', '女同生')","('동생', '同生')",동생,同生,2,"(2, ('동생', '同生'))",31
동생,younger brother or sister,同生,"('동생', '同生')","('동생', '同生')",동생,同生,2,"(2, ('동생', '同生'))",31
여동생,younger sister,女同生,"('여동생', '女同生')","('동', '同')",동,同,2,"(2, ('동', '同'))",30
동생,younger brother or sister,同生,"('동생', '同生')","('동', '同')",동,同,2,"(2, ('동', '同'))",30
다리,leg,X,"('다리', 'X')","('다리', 'X')",다리,X,2,"(2, ('다리', 'X'))",29
기다리다,to wait,X,"('기다리다', 'X')","('다리', 'X')",다리,X,2,"(2, ('다리', 'X'))",29
손님,customer / guest,X,"('손님', 'X')","('님', 'X')",님,X,2,"(2, ('님', 'X'))",28
선생님,teacher,X,"('선생님', 'X')","('님', 'X')",님,X,2,"(2, ('님', 'X'))",28
눈사람,snowman,X,"('눈사람', 'X')","('눈', 'X')",눈,X,2,"(2, ('눈', 'X'))",27
눈,eye | snow,X,"('눈', 'X')","('눈', 'X')",눈,X,2,"(2, ('눈', 'X'))",27
녹차,green tea,綠茶,"('녹차', '綠茶')","('녹', '綠')",녹,綠,2,"(2, ('녹', '綠'))",26
녹색,green,綠色,"('녹색', '綠色')","('녹', '綠')",녹,綠,2,"(2, ('녹', '綠'))",26
냉장고,refrigerator,冷藏庫,"('냉장고', '冷藏庫')","('냉', '冷')",냉,冷,2,"(2, ('냉', '冷'))",25
냉면,naengmyeon,冷麵,"('냉면', '冷麵')","('냉', '冷')",냉,冷,2,"(2, ('냉', '冷'))",25
안내,information guide,案內,"('안내', '案內')","('내', '內')",내,內,2,"(2, ('내', '內'))",24
시내,downtown,市內,"('시내', '市內')","('내', '內')",내,內,2,"(2, ('내', '內'))",24
남편,husband,男便,"('남편', '男便')","('남', '男')",남,男,2,"(2, ('남', '男'))",23
남자,man male,男子,"('남자', '男子')","('남', '男')",남,男,2,"(2, ('남', '男'))",23
베트남,Vietnam,X,"('베트남', 'X')","('남', 'X')",남,X,2,"(2, ('남', 'X'))",22
남동생,younger brother,X,"('남동생', 'X')","('남', 'X')",남,X,2,"(2, ('남', 'X'))",22
끝내다,to finish,X,"('끝내다', 'X')","('끝', 'X')",끝,X,2,"(2, ('끝', 'X'))",21
끝나다,to be finished,X,"('끝나다', 'X')","('끝', 'X')",끝,X,2,"(2, ('끝', 'X'))",21
아까,"earlier (today), a while ago (today)",X,"('아까', 'X')","('까', 'X')",까,X,2,"(2, ('까', 'X'))",20
까만색,black,X,"('까만색', 'X')","('까', 'X')",까,X,2,"(2, ('까', 'X'))",20
김치,kimchi,X,"('김치', 'X')","('김', 'X')",김,X,2,"(2, ('김', 'X'))",19
김밥,gimbap,X,"('김밥', 'X')","('김', 'X')",김,X,2,"(2, ('김', 'X'))",19
길다,long,X,"('길다', 'X')","('길', 'X')",길,X,2,"(2, ('길', 'X'))",18
길,road / way,X,"('길', 'X')","('길', 'X')",길,X,2,"(2, ('길', 'X'))",18
일기,diary,日記,"('일기', '日記')","('기', '記')",기,記,2,"(2, ('기', '記'))",17
기자,reporter,記者,"('기자', '記者')","('기', '記')",기,記,2,"(2, ('기', '記'))",17
기분,feeling,氣分,"('기분', '氣分')","('기', '氣')",기,氣,2,"(2, ('기', '氣'))",16
감기,cold,感氣,"('감기', '感氣')","('기', '氣')",기,氣,2,"(2, ('기', '氣'))",16
요금,fare charge,料金,"('요금', '料金')","('금', '金')",금,金,2,"(2, ('금', '金'))",15
금요일,Friday,金曜日,"('금요일', '金曜日')","('금', '金')",금,金,2,"(2, ('금', '金'))",15
그리다,to draw to paint,X,"('그리다', 'X')","('그리', 'X')",그리,X,2,"(2, ('그리', 'X'))",14
그리고,and,X,"('그리고', 'X')","('그리', 'X')",그리,X,2,"(2, ('그리', 'X'))",14
한국어,Korean (language),韓國語,"('한국어', '韓國語')","('국어', '國語')",국어,國語,2,"(2, ('국어', '國語'))",13
중국어,Chinese (language),中國語,"('중국어', '中國語')","('국어', '國語')",국어,國語,2,"(2, ('국어', '國語'))",13
우체국,post office,郵遞局,"('우체국', '郵遞局')","('국', '局')",국,局,2,"(2, ('국', '局'))",12
약국,pharmacy,藥局,"('약국', '藥局')","('국', '局')",국,局,2,"(2, ('국', '局'))",12
축구,soccer,蹴球,"('축구', '蹴球')","('구', '球')",구,球,2,"(2, ('구', '球'))",11
야구,baseball,野球,"('야구', '野球')","('구', '球')",구,球,2,"(2, ('구', '球'))",11
누구,who,X,"('누구', 'X')","('구', 'X')",구,X,2,"(2, ('구', 'X'))",10
구,nine,X,"('구', 'X')","('구', 'X')",구,X,2,"(2, ('구', 'X'))",10
인천공항,Incheon Airport,仁川空港,"('인천공항', '仁川空港')","('공항', '空港')",공항,空港,2,"(2, ('공항', '空港'))",9
공항,airport,空港,"('공항', '空港')","('공항', '空港')",공항,空港,2,"(2, ('공항', '空港'))",9
공부하다,to study,工夫하다,"('공부하다', '工夫하다')","('공부', '工夫')",공부,工夫,2,"(2, ('공부', '工夫'))",8
공부,study / learning,工夫,"('공부', '工夫')","('공부', '工夫')",공부,工夫,2,"(2, ('공부', '工夫'))",8
공부하다,to study,工夫하다,"('공부하다', '工夫하다')","('공', '工')",공,工,2,"(2, ('공', '工'))",7
공부,study / learning,工夫,"('공부', '工夫')","('공', '工')",공,工,2,"(2, ('공', '工'))",7
불고기,bulgogi,X,"('불고기', 'X')","('고기', 'X')",고기,X,2,"(2, ('고기', 'X'))",6
고기,meat,X,"('고기', 'X')","('고기', 'X')",고기,X,2,"(2, ('고기', 'X'))",6
결혼하다,to marry,結婚하다,"('결혼하다', '結婚하다')","('결혼', '結婚')",결혼,結婚,2,"(2, ('결혼', '結婚'))",5
결혼,marriage,結婚,"('결혼', '結婚')","('결혼', '結婚')",결혼,結婚,2,"(2, ('결혼', '結婚'))",5
결혼하다,to marry,結婚하다,"('결혼하다', '結婚하다')","('결', '結')",결,結,2,"(2, ('결', '結'))",4
결혼,marriage,結婚,"('결혼', '結婚')","('결', '結')",결,結,2,"(2, ('결', '結'))",4
지우개,eraser,X,"('지우개', 'X')","('개', 'X')",개,X,2,"(2, ('개', 'X'))",3
개,counting unit for general items,X,"('개', 'X')","('개', 'X')",개,X,2,"(2, ('개', 'X'))",3
시간표,time table,時間表,"('시간표', '時間表')","('간', '間')",간,間,2,"(2, ('간', '間'))",2
시간,hour,時間,"('시간', '時間')","('간', '間')",간,間,2,"(2, ('간', '間'))",2
젓가락,chopsticks,X,"('젓가락', 'X')","('가락', 'X')",가락,X,2,"(2, ('가락', 'X'))",1
숟가락,spoon,X,"('숟가락', 'X')","('가락', 'X')",가락,X,2,"(2, ('가락', 'X'))",1
